state_name,state,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation
MA,22,2009,6517613,3189010,281372,8.1,21.27879,12.82410,4.92889,383150,32,2.1,335086775,115458,93269,47313,627611,336050,531,633,731,176,323,463,588,854,1083,1278,17398,674,114,788,905,717,10.8,1,142,16,0.90,35,5,0.88,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.150,,,1,7.25,8.00,186609,46354,3599,136656,1491624,127944,220164,38983,547582,101586,10128,134914
MI,23,2009,9901591,4233803,669741,13.7,25.14209,16.14384,5.52124,366302,83,3.3,336321819,73758,157511,62230,1450272,694341,403,492,597,176,323,463,588,726,955,1184,23716,674,14,688,835,1376,14.0,1,67,43,0.61,16,21,0.43,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.200,,,1,7.25,7.40,242983,16404,1583,224996,1838600,243275,467860,82980,911466,213777,21515,282037
MN,24,2009,5281203,2713426,228550,7.8,18.60987,11.28025,3.11492,259412,47,3.6,215149426,99314,47167,21772,344972,165524,437,532,621,176,323,463,588,760,995,1201,10535,674,81,755,882,576,11.1,0,87,47,0.65,46,21,0.69,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.330,,,1,7.25,6.15,83247,10360,703,72184,731620,141598,185763,57588,615043,83470,18706,142628
MS,25,2009,2958774,1148930,120289,9.5,34.42527,18.52278,6.20466,92162,54,6.6,88174096,34384,23490,11322,505920,214103,146,170,194,176,323,463,588,469,633,782,5649,674,0,674,825,658,23.1,0,74,48,0.61,27,25,0.52,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,124116,11585,881,111650,643514,111478,271061,38757,405716,163579,15412,199880
MO,26,2009,5961088,2766711,282852,9.3,25.05300,16.04232,5.74653,250738,103,6.8,217131669,82456,84130,34953,1033249,359746,234,292,342,176,323,463,588,557,755,930,9128,674,0,674,825,926,15.5,1,74,89,0.45,11,23,0.32,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.05,128132,8194,911,119027,980204,150145,286889,61135,645262,158631,23396,235682
MT,27,2009,983982,466713,34301,6.8,23.86208,13.78862,5.30069,35706,16,7.0,33768763,143824,8701,3446,92453,40923,401,504,606,176,323,463,588,724,967,1190,1335,674,0,674,825,131,13.5,1,50,50,0.50,23,27,0.46,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,6.90,16694,1043,122,15529,111077,20673,33886,10293,86652,16171,3186,25594
NE,28,2009,1812683,945648,45935,4.6,25.06765,15.31994,4.95127,86869,23,4.8,71103994,10525,17814,7373,133623,57442,293,364,435,176,323,463,588,616,827,1023,3452,674,5,679,828,176,9.9,0,,,,,,,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.100,,,1,7.25,7.25,24616,1971,232,22413,230556,45585,81169,26380,243466,34248,6551,58000
NV,29,2009,2684665,1196758,152541,11.3,26.43246,14.82654,4.75644,120100,63,9.1,97399708,32659,21249,8332,200056,92885,318,383,448,176,323,463,588,641,846,1036,3815,674,36,710,850,343,13.0,0,28,14,0.67,12,9,0.57,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.55,38592,9653,647,28292,233849,67829,103344,21877,183808,40516,5980,55873
NH,30,2009,1316102,697802,46425,6.2,19.04526,10.73365,4.38057,60382,4,1.2,60201229,18346,11963,5570,78942,38459,606,675,738,176,323,463,588,924,1113,1283,2370,674,40,714,853,103,7.8,1,224,175,0.56,14,10,0.58,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,16628,869,161,15598,142255,18362,27694,8792,110811,11152,1836,22006
NJ,31,2009,8755602,4138570,412075,9.1,20.14276,13.58498,4.44765,488987,111,5.0,442746079,372350,77278,32548,499853,242743,322,424,488,176,323,463,588,645,887,1076,10101,674,31,705,847,806,9.3,1,48,32,0.60,23,16,0.59,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.250,,,1,7.25,7.25,163066,34201,869,127996,1158210,169078,312974,68594,705558,127558,16952,172440
NM,32,2009,2036802,869491,70861,7.5,37.58242,20.61241,6.40410,81356,61,11.2,66243018,52293,42726,16099,291073,119395,357,447,539,176,323,463,588,680,910,1127,5925,674,0,674,825,381,19.3,1,45,25,0.64,27,15,0.64,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.100,,,1,7.25,7.50,59110,8304,455,50351,521395,70168,141582,24263,221822,91333,12988,129912
NY,33,2009,19307066,8844486,802999,8.3,24.48593,14.74144,5.26771,1151659,227,4.9,905801349,2054928,259731,116694,2322742,1231892,523,721,862,176,323,463,588,846,1145,1369,58404,674,87,761,886,3018,15.8,1,108,41,0.72,32,30,0.52,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.300,,,1,7.25,7.25,667893,132643,2865,532385,4612837,518961,967755,181081,1812488,407009,56076,573011
NC,34,2009,9449566,4087105,483684,10.6,29.51216,18.90118,5.43784,409453,231,9.6,338669437,102689,50101,25680,1137294,506034,236,272,297,176,323,463,588,559,735,885,17141,674,0,674,825,1576,16.9,1,68,52,0.57,30,20,0.60,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.050,,,1,7.25,7.25,213329,21501,1690,190138,1704989,275039,519150,99048,961612,268892,34784,367089
ND,35,2009,664968,353455,15210,4.1,14.93310,6.78022,1.92842,32137,5,2.9,26687878,125366,5488,2161,53070,23989,378,477,573,176,323,463,588,701,940,1161,534,674,0,674,825,69,10.9,0,36,58,0.38,21,26,0.45,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,8139,814,70,7255,67433,14573,21562,6702,80924,10193,1932,20233
OH,36,2009,11528896,5297098,609670,10.3,31.01611,18.19843,6.60368,476170,181,6.3,410538372,2203621,201443,90057,1357412,624989,355,434,536,176,323,463,588,678,897,1124,44227,674,0,674,825,1526,13.3,1,53,46,0.54,12,21,0.36,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.30,273881,14882,1728,257271,1989426,303679,518107,96555,1120056,257758,28223,363399
OK,37,2009,3717572,1652023,112409,6.4,31.70932,19.09019,9.74027,146987,64,6.5,129819128,311242,19166,8745,472908,199615,225,292,361,176,323,463,588,548,755,949,5354,674,46,720,857,468,12.9,1,40,61,0.40,22,26,0.46,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.050,,,1,7.25,7.25,90745,6810,709,83226,707633,130064,243444,45660,437660,147644,20602,208249
OR,38,2009,3808600,1753682,222956,11.3,27.57331,16.33253,5.46898,180155,71,7.9,134859864,608686,52615,21929,581025,302714,441,514,631,176,323,463,588,764,977,1208,7881,674,2,676,826,510,13.4,1,36,24,0.60,18,12,0.60,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.060,,,1,7.25,8.40,70404,8389,625,61390,516599,113248,170003,33712,310817,91538,14770,138831
PA,39,2009,12666858,5885351,514912,8.0,22.01155,13.03081,5.40635,571503,121,4.0,515485777,458019,115411,48030,1337803,631566,316,403,497,176,323,463,588,639,866,1085,21178,674,27,701,844,1376,11.1,1,104,99,0.51,21,29,0.42,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,346951,26266,1988,318697,2007273,260879,454308,102882,1150819,197156,25675,291249
RI,40,2009,1053646,504951,62329,11.0,24.54755,16.13180,6.66729,47592,12,5.1,43131954,14729,20281,8431,102303,51555,449,554,634,176,323,463,588,772,1017,1210,2583,674,40,714,853,134,13.0,0,69,6,0.92,33,4,0.89,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.250,,,1,7.25,7.40,31582,3559,165,27858,193588,25676,42539,7641,79017,17408,1955,23418
SC,41,2009,4589872,1910670,242075,11.2,30.29310,18.14764,4.09767,160046,81,7.0,145201638,219659,39662,17085,687508,302450,215,270,326,176,323,463,588,538,733,914,7871,674,0,674,825,618,13.7,0,52,71,0.42,19,27,0.41,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,109339,10029,1264,98046,810962,134753,292758,43151,500742,182455,19857,249443
SD,42,2009,807067,423993,22017,4.9,21.27912,12.43747,4.66757,36979,15,7.0,31898690,9904,6133,2976,73981,30901,482,539,595,176,323,463,588,805,1002,1182,2055,674,15,689,835,113,14.1,0,24,46,0.34,14,21,0.40,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,13542,1525,99,11918,117770,22962,36008,10348,106266,16889,2556,25475
TN,43,2009,6306019,2733113,319565,10.5,27.72485,16.69152,7.25067,247465,89,5.7,218408222,89549,148837,58138,1072055,490912,142,185,226,176,323,463,588,465,648,814,12276,674,0,674,825,1031,16.5,1,49,50,0.49,14,19,0.42,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,169325,14083,1454,153788,1342675,174832,383915,62384,692008,209681,25006,280464
TX,44,2009,24801761,11008903,901896,7.6,34.15401,22.41513,7.52709,1167233,800,11.1,910107802,628400,107277,48050,3003156,1183153,215,249,299,176,323,463,588,538,712,887,33843,674,0,674,825,4262,17.3,0,74,76,0.49,12,19,0.39,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,589929,106947,6653,476329,3678065,992454,2006951,317826,3254249,1141981,135694,1528878
UT,45,2009,2723421,1266009,99841,7.3,24.71268,14.21049,5.11282,114433,68,7.5,86110566,203398,14971,5953,185282,73706,399,498,583,176,323,463,588,722,961,1171,2771,674,0,674,825,270,9.7,0,22,53,0.29,8,21,0.28,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,26604,2455,224,23925,295901,72535,110742,38674,337710,43120,8547,66483
VT,46,2009,624817,336104,23732,6.6,23.57192,14.90020,5.79485,25250,5,3.8,25130695,5935,6326,2867,72125,35408,536,640,726,176,323,463,588,859,1088,1274,1299,674,52,726,861,58,9.4,0,95,48,0.66,23,7,0.77,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.320,,,1,7.25,8.06,14690,1024,69,13597,162879,17496,19678,5376,54859,12248,2722,21409
VA,47,2009,7925937,3842516,275655,6.7,16.16515,10.00089,3.87068,406066,85,4.2,350577657,137221,72734,32315,651725,295741,254,320,382,176,323,463,588,577,783,970,12861,674,0,674,825,831,10.7,1,45,53,0.46,21,19,0.53,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.200,,,0,7.25,7.25,144278,19421,1153,123704,913205,160150,295836,71937,752709,151208,23952,234396
WA,48,2009,6667426,3211649,323551,9.2,30.07239,18.19428,7.05832,350125,43,2.6,278991093,1971782,140678,58536,761220,375570,453,562,661,176,323,463,588,776,1025,1229,22151,674,46,720,857,781,11.7,1,61,36,0.63,31,18,0.63,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,8.55,130707,15929,874,113904,1038810,193387,258170,66172,532526,116266,25065,168120
WV,49,2009,1847775,751165,62862,7.7,27.64743,15.78867,6.77592,62752,13,3.1,58042232,115987,20457,9192,305960,138070,301,340,384,176,323,463,588,624,803,972,4797,674,0,674,825,285,15.8,1,71,29,0.71,26,8,0.76,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,79847,3301,523,76023,354434,53060,97333,20481,207758,56951,9161,93143
WI,50,2009,5669264,2834335,266013,8.6,24.20648,14.30112,5.22937,245898,37,2.7,215498897,44241,39449,18279,547878,234874,628,628,628,176,323,463,588,940,1080,1206,12249,674,84,758,884,599,10.8,1,52,46,0.53,18,15,0.55,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.040,0.140,0.430,1,7.25,7.25,103503,7431,830,95242,1045216,127891,208738,53151,594850,87518,14089,135728
WY,51,2009,559851,281150,18970,6.3,25.46832,12.45456,4.36748,37890,7,4.9,24381004,147394,577,292,26762,11185,514,546,546,176,323,463,588,837,1009,1134,195,674,25,699,842,50,9.2,1,19,41,0.32,7,23,0.23,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,5.15,6168,343,39,5786,66302,13338,16729,6955,56424,7559,2028,14276
AL,1,2010,4785161,1964559,231483,10.5,32.94940,19.84455,5.71980,175734,88,7.3,161256950,83219,51205,21221,805095,344788,190,215,245,200,367,526,668,557,741,913,8459,674,0,674,852,808,17.3,0,60,45,0.57,21,14,0.60,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,172220,12504,819,158897,888372,145001,333656,47961,579209,171944,15672,217548
AK,2,2010,714021,333416,28497,7.9,23.02031,13.93707,4.43183,53251,15,7.6,34711427,18194,9006,3305,76445,30441,821,923,1025,239,438,627,797,1259,1550,1807,973,674,362,1036,1256,86,12.4,0,18,22,0.45,10,10,0.50,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.75,12242,1888,94,10260,119921,27020,31265,6401,54723,12578,1957,18668
AZ,3,2010,6408208,2769454,320251,10.4,27.69296,15.86614,5.72472,247752,206,11.8,215052605,320195,70222,32473,1018171,439364,220,278,335,200,367,526,668,587,804,1003,16246,674,0,674,852,1241,18.6,0,25,35,0.42,12,18,0.40,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,109877,14429,891,94557,1344579,206765,424499,61254,669300,193439,21001,253201
AR,4,2010,2922394,1242496,110842,8.2,31.86372,16.63385,5.86530,111355,43,5.8,92913782,41063,19488,8547,466598,197624,162,204,247,200,367,526,668,529,730,915,3247,674,0,674,852,445,15.5,1,71,28,0.72,27,8,0.77,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,6.25,106745,6938,698,99109,679351,98963,210800,38177,353464,118703,15430,157165
CA,5,2010,37334079,16091945,2244326,12.2,29.61473,18.56144,5.71067,1953411,763,7.8,1617134250,2067143,1415960,576150,3238548,1391359,561,694,828,200,367,526,668,928,1192,1431,255362,674,171,845,972,6077,16.3,0,49,29,0.63,25,14,0.64,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,8.00,1269123,359483,19598,890042,9616787,1459460,2168124,392204,3239902,973567,137367,1244724
CO,6,2010,5048254,2486404,238013,8.7,26.85189,15.32703,5.39720,256628,78,6.0,201569924,415559,29367,11521,404679,176289,364,462,561,200,367,526,668,731,988,1229,4785,674,25,699,869,617,12.2,1,38,27,0.58,21,14,0.60,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.24,65511,9005,505,56001,654574,109643,198249,41339,400180,78353,13873,113506
CT,7,2010,3579717,1737449,174263,9.1,20.58331,13.57700,4.04622,233781,23,2.7,222404940,66164,34413,17268,336064,180463,457,560,659,200,367,526,668,824,1086,1313,7161,674,168,842,969,292,8.3,0,114,37,0.75,24,12,0.67,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,8.25,58229,6603,433,51193,637390,58108,126467,26326,303639,53892,6228,71661
DE,8,2010,899791,397869,36550,8.4,17.99414,11.13348,5.38652,57628,7,3.1,36971906,18688,14725,5157,112513,50507,332,416,501,200,367,526,668,699,942,1169,2721,674,0,674,852,106,12.1,1,24,17,0.59,15,6,0.71,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.200,,,0,7.25,7.25,15804,1283,105,14416,192560,23625,46383,6322,91998,23748,2326,34527
DC,9,2010,605126,313508,32557,9.4,21.43733,13.30619,4.26346,106615,4,3.5,37436702,24525,19785,8745,118493,66032,336,428,523,200,367,526,668,703,954,1191,2212,674,0,674,852,121,19.9,,,,,,,,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.400,,,1,7.25,8.25,24371,1890,127,22354,167857,16946,34140,3742,46367,17104,1738,22438
FL,10,2010,18849890,8193659,1018407,11.1,27.88067,17.09887,5.93481,728604,393,9.4,728063852,467802,107023,58267,2603185,1370563,241,303,364,200,367,526,668,608,829,1032,39728,674,0,674,852,2962,16.0,0,44,76,0.37,14,26,0.35,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,484363,109256,2714,372393,2999585,509731,1045815,166881,1609051,487280,55245,644876
GA,11,2010,9713454,4202052,494624,10.5,29.10950,17.48953,5.71587,410902,197,7.4,336504092,150985,37958,20572,1591078,681782,235,280,330,200,367,526,668,602,806,998,17083,674,0,674,852,1836,18.7,0,74,105,0.41,22,34,0.39,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,5.15,228498,24840,1878,201780,1772620,311993,752081,115793,1303198,434207,49673,581517
HI,12,2010,1363980,602282,44967,6.9,25.60214,16.49597,6.05032,67285,4,1.1,56908597,27519,25400,9026,138166,69402,486,610,736,314,575,824,1046,1061,1434,1782,2001,674,0,674,988,152,12.1,0,45,6,0.88,23,2,0.92,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,24897,6090,182,18625,256466,37029,49927,14140,117353,20648,4204,36058
ID,13,2010,1570986,692826,68230,9.0,25.25377,15.06146,3.88401,55427,26,5.9,49842157,148297,2625,1731,194033,78378,309,309,309,200,367,526,668,676,835,977,1576,674,53,727,889,214,14.0,0,18,52,0.26,7,28,0.20,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,27236,1889,206,25141,210471,47046,81755,22171,170081,45279,8800,70972
IL,14,2010,12841249,5937047,688274,10.4,23.64643,14.57928,4.31370,652681,174,5.3,535463835,135723,62009,22188,1645722,775019,318,432,474,200,367,526,668,685,958,1142,14712,674,0,674,852,1817,14.1,1,70,48,0.59,37,22,0.63,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.050,,,1,7.25,8.00,273279,30432,2362,240485,2720867,307278,688683,90760,1167580,275770,21912,336675
IN,15,2010,6490590,2845608,329584,10.4,21.40355,12.36481,4.91098,283289,68,3.9,227692069,46294,89488,36214,813403,347835,230,288,347,200,367,526,668,597,814,1015,10004,674,0,674,852,1035,16.3,0,52,48,0.52,17,33,0.34,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.090,,,1,7.25,7.25,118030,5507,870,111653,1110786,174119,359587,78702,807786,168599,21753,228866
IA,16,2010,3050694,1577447,100834,6.0,23.61392,13.92769,4.17279,141814,41,5.4,115762598,15818,45824,17925,340304,156529,361,426,495,200,367,526,668,728,952,1163,5377,674,22,696,867,305,10.3,1,56,44,0.56,32,18,0.64,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.070,,,1,7.25,7.25,47634,3236,698,43700,484089,74685,131229,35172,397648,52774,8369,84851
KS,17,2010,2858824,1394958,105806,7.1,28.13040,16.50043,5.59085,126347,35,4.6,112083904,19526,37588,14588,269710,122943,352,429,497,200,367,526,668,719,955,1165,4128,674,0,674,852,394,14.3,1,49,76,0.39,9,31,0.23,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.180,,,1,7.25,7.25,45841,3164,342,42335,333574,77363,151311,38444,360637,70025,11618,99594
KY,18,2010,4347937,1844650,209725,10.2,26.41178,16.29563,4.10637,166344,52,5.0,143617957,200247,61278,30209,778114,353227,225,262,328,200,367,526,668,592,788,996,17819,674,0,674,852,758,17.7,1,65,35,0.65,17,20,0.46,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,192328,11039,1231,180058,851176,139100,294467,51274,556256,178232,21850,245993
LA,19,2010,4544951,1919852,166224,8.0,24.53893,15.48562,5.06736,232879,60,4.8,169191480,85736,23707,10593,825918,353495,188,240,284,200,367,526,668,555,766,952,7265,674,0,674,852,958,21.6,0,52,50,0.51,24,15,0.62,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.035,,,1,7.25,7.25,174669,14037,1449,159183,1202560,155619,361586,46473,596034,200843,17170,254109
ME,20,2010,1327695,638630,56552,8.1,27.49978,15.37617,6.70841,51470,3,1.0,49827077,23654,25877,11024,229731,114211,363,485,611,200,367,526,668,730,1011,1279,3010,674,10,684,859,161,12.5,1,96,54,0.64,20,15,0.57,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.050,,,0,7.25,7.50,35486,2002,216,33268,349717,27153,53406,9617,110669,26523,4171,40233
MD,21,2010,5788409,2838492,235334,7.7,21.91484,13.53937,5.10082,316164,86,6.0,288737386,329349,59133,24527,560848,265796,453,574,695,200,367,526,668,820,1100,1338,8172,674,0,674,852,620,10.8,1,104,36,0.74,33,14,0.70,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.250,,,1,7.25,7.25,107386,14905,590,91891,934151,147848,221601,42652,433597,104123,15849,157959
MA,22,2010,6565036,3190818,289265,8.3,18.96788,11.42137,3.63170,399603,24,1.5,348325560,110739,96886,49298,749121,407304,531,633,731,200,367,526,668,898,1149,1363,17499,674,114,788,932,702,10.6,1,143,16,0.90,35,5,0.88,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.150,,,1,7.25,8.00,192998,47020,3630,142348,1575689,125637,237182,38659,544130,106252,10231,139114
MI,23,2010,9877369,4194041,604913,12.6,23.87972,15.30318,6.14965,387730,84,3.4,347723348,76887,179449,68233,1776368,865508,403,492,597,200,367,526,668,770,1018,1265,17935,674,14,688,862,1511,15.5,1,66,43,0.61,16,22,0.42,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.200,,,1,7.25,7.40,253549,16515,1609,235425,1999623,257388,510883,78091,920107,250326,22551,326191
MN,24,2010,5310903,2721194,217601,7.4,18.87179,10.58752,4.68278,272244,53,3.9,223700193,96615,49260,22933,430346,209816,437,532,621,200,367,526,668,804,1058,1286,11030,674,81,755,909,544,10.5,0,87,47,0.65,46,21,0.69,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.330,,,1,7.25,6.15,86482,10415,684,75383,784405,138562,207950,59154,630764,95500,19773,156634
MS,25,2010,2970316,1170879,135729,10.4,41.07960,24.19331,7.90848,94649,75,9.5,90800430,39327,25534,12092,575674,247947,146,170,194,200,367,526,668,513,696,862,5378,674,0,674,852,664,22.7,0,74,48,0.61,27,25,0.52,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,125569,11016,887,113666,658659,102224,282237,36269,405577,171090,14504,204432
MO,26,2010,5996052,2763535,292949,9.6,27.72430,16.88785,5.45130,257924,96,6.5,220251923,69507,85952,35723,901349,408717,234,292,342,200,367,526,668,601,818,1010,9055,674,0,674,852,885,14.8,1,74,88,0.46,11,23,0.32,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,133843,7981,879,124983,1048410,151224,310145,60522,649539,168935,22865,241681
MT,27,2010,990643,463998,36527,7.3,29.22555,18.43249,5.55446,37520,14,6.2,35125691,137529,9519,3752,113570,51148,401,504,606,200,367,526,668,768,1030,1274,1406,674,0,674,852,136,14.0,1,50,50,0.50,23,27,0.46,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,17532,1291,118,16123,128673,20742,38162,9916,87476,17638,2996,26491
NE,28,2010,1830025,947360,46038,4.6,24.85827,14.39530,5.19804,91131,32,6.5,74149336,10981,19028,7876,162817,70542,293,364,435,200,367,526,668,660,890,1103,3783,674,5,679,855,182,10.2,0,,,,,,,0.0765,0.3400,0.4000,0.4500,457,3050,5036,5666,0.0765,0.1598,0.2106,0.2106,0.100,,,1,7.25,7.25,25675,1974,238,23463,243977,45267,88781,25639,246266,35887,6553,59637
